00001    3.34  0.15 K2555 188.70269   73.27343   80.25221   10.58780  0.0794013  0.21424651   2.7660512  0 E2024-V47  7330 125 1801-2024 0.80 M-v 30k MPCLINUX   4000      (1) Ceres              20241101
00002    4.11  0.15 K2555 168.79870  310.91037  172.89530   34.92402  0.2305404  0.21376611   2.7701937  0 E2024-V16  8964 123 1804-2024 0.75 M-c 28k Pan        4000      (2) Pallas             20240927
00003    5.18  0.15 K2555 172.45499  247.85972  169.82994   12.98651  0.2559472  0.22582594   2.6706696  0 E2025-HJ5  7531 118 1804-2025 0.83 M-v 3Ek MPCLINUX   4000      (3) Juno               20250405
